City,Country,Latitude,Longitude,Population
loukhi,ru,66.076158,33.047454,5764
lovozero,ru,68.006377,35.015892,2963
loyga,ru,61.078451,44.607501,1618
lubyany,ru,56.0378,51.400008,1899
luchegorsk,ru,46.476389,134.256944,21833
luga,ru,58.737222,29.845278,40115
lugovaya,ru,56.05,37.483333,3086
lugovoy,ru,59.733333,65.833333,1994
lugovskiy,ru,58.061389,112.892778,617
lugovskoy,ru,56.958488,64.528971,2969
lukh,ru,57.012421,42.258382,3157
lukhovitsy,ru,54.942621,39.023819,32388
lukhovka,ru,54.148438,45.257277,8892
lukino,ru,56.441832,43.629324,3619
luknovo,ru,56.180447,42.039867,2614
lukovetskiy,ru,64.2956,41.9211,2701
lukovskaya,ru,43.729516,44.633454,5299
lukoyanov,ru,55.027718,44.478653,12913
lunino,ru,53.591759,45.227093,8214
lutkun,ru,41.480838,47.685779,3264
luza,ru,60.630815,47.251177,11936
luzino,ru,54.948111,73.035312,9897
lvovskiy,ru,55.318722,37.523371,11808
lvovskoye,ru,45.007808,38.599928,4771
lyambir,ru,54.281716,45.124938,8274
lyamino,ru,58.2839,57.725,5000
lyangasovo,ru,58.517586,49.447176,12626
lyaskelya,ru,61.766667,31.016667,3571
lyskovo,ru,56.032821,45.042197,23570
lysogorskaya,ru,44.106389,43.275556,10219
lysva,ru,58.108611,57.805278,69637
lysyye gory,ru,51.550633,44.841443,7501
lytkarino,ru,55.582711,37.905162,50620
lyuban,ru,59.35,31.216667,4494
lyubertsy,ru,55.677193,37.893217,154653
lyubim,ru,58.362504,40.684333,6057
lyubinskiy,ru,55.15421,72.692472,10461
lyubokhna,ru,53.503322,34.388469,5188
lyubuchany,ru,55.250876,37.549876,3537
lyubytino,ru,58.741737,33.502582,3225
lyudinovo,ru,53.866389,34.447778,41392
madzhalis,ru,42.121667,47.833333,6173
magadan,ru,59.566667,150.8,95258
magan,ru,62.105278,129.527778,1686
magaramkent,ru,41.615855,48.347965,6708
magdagachi,ru,53.45,125.8,11739
magistralnyy,ru,56.1725,107.445833,7429
magnitka,ru,55.3475,59.696111,5784
magnitogorsk,ru,53.418611,59.047222,413357
mago,ru,53.251389,140.182222,2206
makarakskiy,ru,55.591944,88.028611,442
makarov,ru,48.633333,142.8,6663
makaryev,ru,57.885008,43.804903,7588
makaryevo,ru,56.0917,45.048806,218
makhachkala,ru,42.976378,47.502356,497967
makhalino,ru,53.085435,46.221079,5210
makkaveyevo,ru,51.753252,113.9454,3922
maksatikha,ru,57.796946,35.882539,9441
makushino,ru,55.210278,67.244167,9682
malakhovka,ru,55.647761,38.024862,18399
malaya purga,ru,56.556661,53.004343,6803
malaya serdoba,ru,52.4661,44.9512,4922
malaya vishera,ru,58.845383,32.222175,13834
malchevskaya,ru,48.98725,40.206928,3922
malgobek,ru,43.51118,44.588211,46340
malino,ru,55.111952,38.173843,4327
malinovka,ru,53.4171,87.278,9981
malinovoye ozero,ru,51.675278,79.7825,4101
malinovskiy,ru,61.195278,62.839722,2672
malka,ru,43.803889,43.324167,7220
malmyzh,ru,56.5205,50.6818,8990
maloarkhangelsk,ru,52.400239,36.503322,3905
maloshuyka,ru,63.712093,37.449603,3044
maloyaroslavets,ru,55.014572,36.471853,32669
maloyaz,ru,55.1815,58.1596,4773
maloye kozino,ru,56.43829,43.674585,823
maloye verevo,ru,59.613611,30.172778,4088
malysheva,ru,57.118506,61.403446,9955
malyye derbety,ru,47.954722,44.680833,5822
mamakan,ru,57.816111,114.002778,2229
mama,ru,58.310556,112.898611,4239
mamedkala,ru,42.167726,48.119877,8965
mamonovo,ru,54.464269,19.938011,7271
mamontovka,ru,55.980833,37.819722,8817
mamontovo,ru,52.7055,81.6244,9275
manaskent,ru,42.740204,47.691402,5216
mankovo-kalitvenskoye,ru,49.397852,40.275221,4207
manturovo,ru,58.328889,44.764056,18817
manturovo,ru,51.4547,37.1282,2755
marevo,ru,57.314614,32.080447,2571
marfino,ru,46.40852,48.713981,3312
marfino,ru,55.702674,37.383217,3687
mariinskiy posad,ru,56.114974,47.718052,10199
mariinsk,ru,56.213889,87.747222,43122
marinskaya,ru,43.8825,43.491389,9065
mari-turek,ru,56.789461,49.623485,5900
markha,ru,62.105278,129.726944,11648
markova,ru,57.320556,107.088056,6340
markovo,ru,56.683263,40.300369,1253
marks,ru,51.711111,46.748611,33106
maromitsa,ru,59.868282,48.012274,1832
martan-chu,ru,43.063663,45.562174,5385
martyush,ru,56.4,61.881944,4110
maryanovka,ru,54.961024,72.644149,8302
maryanskaya,ru,45.103419,38.639991,10353
maslova pristan,ru,50.458736,36.740813,5669
maslovka,ru,51.341243,39.54086,7518
maslovskiy,ru,51.505732,39.293521,3436
matveyevka,ru,52.15,56.183333,3276
matveyev kurgan,ru,47.5645,38.869468,14342
mayachnyy,ru,52.6839,55.685,3506
maykop,ru,44.607778,40.105833,158453
maykopskoye,ru,45.393611,40.765833,4171
maykor,ru,59.005856,55.879985,3236
mayma,ru,52.019722,85.911389,15428
mayna,ru,53.006389,91.483611,5287
mayna,ru,54.1135,47.6231,7904
mayrtup,ru,43.203478,46.132145,10778
mayskiy,ru,50.519881,36.458777,7537
mayskiy,ru,43.641401,44.038508,27522
mayskiy,ru,48.997531,140.205277,2883
mayskiy,ru,47.696,40.102586,12136
mayskiy,ru,53.962159,38.211652,2055
mayskiy,ru,58.102842,55.570559,5224
mayya,ru,61.733333,130.281111,6794
mazulskiy,ru,56.2042,90.3504,1305
mechetinskaya,ru,46.771295,40.455969,6517
mednogorskiy,ru,43.917804,41.182553,4328
mednogorsk,ru,51.4128,57.595,30676
medvedevo,ru,56.633885,47.804053,16407
medveditskiy,ru,50.785214,44.71287,1475
medvedka,ru,58.742554,59.103584,796
medvedok,ru,57.389129,50.035096,2041
medvedovskaya,ru,45.451511,39.024847,16941
medvezhyegorsk,ru,62.917131,34.456886,16773
medyn,ru,54.969167,35.858611,7791
meget,ru,52.415,104.049444,8370
megion,ru,61.0296,76.1136,48691
mekhelta,ru,42.79474,46.492378,2898
melekhovo,ru,56.277297,41.293457,6922
melekhovskaya,ru,47.48106,40.486689,3346
melenki,ru,55.3343,41.6295,15902
meleuz,ru,52.966667,55.916667,65363
melioratorov,ru,57.210647,65.607744,5306
melnikovo,ru,56.555833,84.085,9745
mendeleyevo,ru,56.033333,37.216667,7964
mendeleyevo,ru,58.166667,68.3,4270
mendeleyevo,ru,58.169759,54.99634,3245
mendeleyevskiy,ru,54.137451,37.587422,9350
mendeleyevsk,ru,55.908185,52.290472,22970
menzelinsk,ru,55.727056,53.102578,16858
meshcherino,ru,55.195671,38.360019,4207
meshchovsk,ru,54.324444,35.280833,4386
mesker-yurt,ru,43.251474,45.907165,11147
mesyagutovo,ru,55.530278,58.252778,9780
metallostroy,ru,59.800833,30.547778,25123
mezen,ru,65.840291,44.249269,3673
mezhdurechenskiy,ru,59.6,65.933333,11121
mezhdurechensk,ru,53.694167,88.060278,101028
mezhdurechensk,ru,63.245556,48.553333,1855
mezhdurechensk,ru,53.2665,49.1116,3454
mezhevoy,ru,55.1413,58.7802,5538
mezinovskiy,ru,55.479727,40.411998,2116
mgachi,ru,51.05,142.266667,1632
mga,ru,59.75,31.066667,9565
mglin,ru,53.059073,32.847533,8369
miasskoye,ru,55.2784,61.8905,9524
miass,ru,55.045,60.108333,156563
miatli,ru,43.081734,46.828597,4424
michurinsk,ru,52.8978,40.4907,93500
mikhaylovka,ru,54.7402,56.274,4344
mikhaylovka,ru,52.9589,103.2846,7937
mikhaylovka,ru,50.06,43.2379,59993
mikhaylov,ru,54.2298,39.0269,12907
mikhaylovskaya,ru,44.994722,40.596389,8050
mikhaylovsk,ru,45.128333,42.025556,59198
mikhaylovsk,ru,56.435833,59.12,10209
mikhaylovskoye,ru,51.823889,79.717222,11467
mikhaylovskoye,ru,43.099716,44.631637,10479
mikun,ru,62.199384,49.942766,11503
milkovo,ru,54.716667,158.616667,8726
millerovo,ru,48.922653,40.396732,38528
miloslavskoye,ru,53.581522,39.43992,4693
milyutinskaya,ru,48.627878,41.667885,2743
mindyak,ru,54.0231,58.7891,2955
mineralnyye vody,ru,44.210278,43.135278,76281
mingrelskaya,ru,45.013817,38.340514,5522
minusinsk,ru,53.710278,91.6875,72782
minyar,ru,55.073333,57.555,10664
mirnyy,ru,61.332893,44.535982,29341
mirnyy,ru,58.493333,47.653889,3508
mirnyy,ru,62.535278,113.961111,40309
mirnyy,ru,53.50642,50.276575,7393
mirnyy,ru,54.366072,48.729388,3171
mirskoy,ru,45.5439,40.3998,3095
mishelevka,ru,52.8575,103.171944,7529
misheronskiy,ru,55.719271,39.738349,3790
mishkino,ru,53.9997,59.1064,5808
mishkino,ru,55.338889,63.9175,8712
miskindzha,ru,41.424022,47.846685,3611
mitrofanovka,ru,49.970833,39.693889,5643
mizur,ru,42.853763,44.063929,2934
mnogovershinnyy,ru,53.935278,139.924167,2719
mochalishche,ru,56.3306,48.3547,2225
mochishche,ru,55.1435,82.8461,3314
mogocha,ru,53.733333,119.766667,12648
mogochin,ru,57.710278,83.576667,3191
mogoytuy,ru,51.283333,114.916667,8420
mogzon,ru,51.7281,111.9619,4262
mokhsogollokh,ru,61.468056,128.920278,6947
mokrous,ru,51.2373,47.5137,6738
mokrousovo,ru,55.810278,66.765278,4851
mokshan,ru,53.436498,44.613217,11652
molchanovo,ru,57.581667,83.769167,6109
molochnoye,ru,59.291657,39.678681,8421
molochnyy,ru,68.853892,33.020463,5308
molokovo,ru,58.166111,36.762778,2490
monastyrishche,ru,44.193056,132.497222,4192
monastyrshchina,ru,54.34961,31.837951,4501
monchegorsk,ru,67.939722,32.873889,49869
monetnyy,ru,57.0472,60.8794,5540
monino,ru,55.842439,38.193615,19852
mordovo,ru,52.0834,40.77,7112
morgaushi,ru,55.9643,46.7743,2922
morki,ru,56.430278,48.994722,9568
morozovsk,ru,48.355021,41.826269,29290
morshansk,ru,53.44354,41.81065,43312
mortka,ru,59.332222,66.021389,3698
moryakovskiy zaton,ru,56.695556,84.646667,4745
mosalsk,ru,54.488056,34.981667,4320
moscow,ru,55.752222,37.615556,10381288
moshenskoye,ru,58.510163,34.591083,2697
moshkovo,ru,55.3053,83.6104,10541
moskovskiy,ru,55.599106,37.354948,15435
moskovskiy,ru,57.111079,65.422978,3450
moskovskoye,ru,45.2842,41.9103,5482
mosta,ru,56.530118,42.163202,622
mostovskoy,ru,44.412222,40.793611,25188
motygino,ru,58.183056,94.759167,6625
mozdok,ru,43.743593,44.651769,43779
mozhaysk,ru,55.501944,36.027222,31557
mozhga,ru,56.374511,52.255426,47271
mrakovo,ru,52.716111,56.624444,8394
mstera,ru,56.378889,41.92,5470
mtsensk,ru,53.276567,36.573337,47610
muchkapskiy,ru,51.851334,42.471747,7814
mudyuga,ru,63.783161,39.237572,938
mugi,ru,42.299444,47.42077,3377
mugreyevskiy,ru,56.600994,42.349586,917
mugur-aksy,ru,50.35,90.5,4012
mukhanovo,ru,56.5,38.316667,652
mukhen,ru,48.1,136.1,4617
mukhtolovo,ru,55.467507,43.199734,5615
mulda,ru,67.5,63.85,174
mulino,ru,56.289227,42.920053,11513
mullovka,ru,54.2,49.4,6383
mundybash,ru,53.211,87.2983,5870
murashi,ru,59.3536,48.9776,7190
muravlenko,ru,63.783333,73.5,39137
murino,ru,60.049441,30.445874,4977
murmansk,ru,68.979174,33.092514,319266
murmashi,ru,68.815424,32.811469,15416
murmino,ru,54.6043,40.0549,3506
murom,ru,55.575,42.0426,126932
muromtsevo,ru,56.372382,75.241749,11147
mursalimkino,ru,55.0379,58.5585,2527
murygino,ru,58.738307,49.458221,7996
muslyumovo,ru,55.038056,53.159444,7406
mutsalaul,ru,43.275475,46.730775,6219
muyezerskiy,ru,63.933333,31.65,3901
muzhi,ru,65.366667,64.666667,3209
myatlevo,ru,54.89693,35.676192,1969
myaundzha,ru,63.049444,147.185833,1977
myshkin,ru,57.789727,38.454476,6061
myskhako,ru,44.659167,37.766111,5743
myski,ru,53.709,87.8014,44082
mys shmidta,ru,68.933333,-179.5,657
mytishchi,ru,55.91163,37.730757,160545
myurego,ru,42.410868,47.693038,4548
nachalovo,ru,46.338004,48.201282,4808
nadezhda,ru,44.1,44.6,8426
nadterechnoye,ru,43.622714,45.339688,7877
nadvoitsy,ru,63.866667,34.316667,10780
nadym,ru,65.533333,72.516667,46339
nagornskiy,ru,58.772011,57.544132,560
nagornyy,ru,52.7959,83.5498,6308
nagornyy,ru,55.966667,124.95,147
nagorsk,ru,59.317222,50.807778,4982
nagutskoye,ru,44.4415,42.8762,3146
nakhabino,ru,55.848538,37.177885,27985
nakhodka,ru,42.833333,132.894722,146922
nalchik,ru,43.498056,43.618889,282916
nalobikha,ru,53.200556,84.603889,4451
namtsy,ru,62.716111,129.665833,7980
narimanov,ru,46.6927,47.8498,11907
naro-fominsk,ru,55.387518,36.733074,72633
narovchat,ru,53.876537,43.694577,4340
nartan,ru,43.510833,43.699444,12694
naryan-mar,ru,67.641793,53.043071,18041
naryshkino,ru,52.967775,35.726774,9600
natalinsk,ru,56.473897,57.869782,2060
natyrbovo,ru,44.73,40.626389,3377
nauchnyy gorodok,ru,53.4203,83.521,2687
naurskaya,ru,43.650746,45.311725,8550
naushki,ru,50.382778,106.105556,3510
navashino,ru,55.5441,42.1968,17552
navlya,ru,52.825438,34.499604,13735
navoloki,ru,57.465719,41.963443,10951
nazarovo,ru,56.0104,90.4011,55253
naziya,ru,59.8,31.383333,5726
nazran,ru,43.225967,44.773231,164142
nebolchi,ru,59.12393,33.345372,2198
nebug,ru,44.1717,39.0026,3698
neftegorsk,ru,44.3658,39.7078,4785
neftegorsk,ru,52.802,51.166,19542
neftekamsk,ru,56.091991,54.270319,126807
neftekumsk,ru,44.666667,44.916667,28464
nefteyugansk,ru,61.083333,72.7,112634
nekhayevskiy,ru,50.4106,41.7561,4714
neklyudovo,ru,56.414213,43.977208,9052
nekrasovka,ru,48.3525,135.2325,9159
nekrasovka,ru,55.693277,37.911483,7994
nekrasovskaya,ru,45.144681,39.748678,4814
nekrasovskiy,ru,56.066667,37.5,9613
nekrasovskoye,ru,57.676635,40.365673,6353
nelidovo,ru,56.221072,32.777378,25349
nelkan,ru,64.25,142.966667,135
nema,ru,57.506751,50.501147,3797
neman,ru,55.031111,22.026389,12507
nemchinovka,ru,55.722885,37.36086,4938
nerchinskiy zavod,ru,51.3088,119.61,3012
nerchinsk,ru,51.983333,116.583333,15361
nerekhta,ru,57.458811,40.574708,25353
nerl,ru,56.662849,40.389306,2292
neryungri,ru,56.6709,124.6491,66325
nesterov,ru,54.630556,22.571389,5072
nesterovskaya,ru,43.238611,45.050278,19186
nevel,ru,56.020945,29.928445,17833
nevelsk,ru,46.673333,141.863333,17639
neverkino,ru,52.785409,46.741736,5105
never,ru,53.983333,124.166667,2344
nevinnomyssk,ru,44.6333,41.9444,134347
nevyansk,ru,57.4953,60.2112,25822
neya,ru,58.297188,43.86808,11145
neyvo-rudyanka,ru,57.3444,60.1343,2895
neyvo-shaytanskiy,ru,57.728604,61.249558,2602
nezhinka,ru,51.7676,55.3694,5100
nezhinskiy,ru,43.928333,42.685556,3991
nezlobnaya,ru,44.118056,43.402778,18412
nikel,ru,69.412848,30.221977,15596
nikitinskiy,ru,54.5845,86.0115,2419
nikolayevka,ru,54.1451,45.1444,5081
nikolayevka,ru,43.084722,133.204444,4051
nikolayevka,ru,47.303845,38.840169,5220
nikolayevka,ru,44.089167,43.083056,27597
nikolayevka,ru,53.125699,47.2041,6419
nikolayevka,ru,48.554722,134.785556,7410
nikolayevskaya,ru,47.613912,41.502298,3613
nikolayevsk-na-amure,ru,53.140556,140.73,27152
nikologory,ru,56.141298,41.992185,6244
nikolo-pavlovskoye,ru,57.783056,60.057778,4721
nikolskiy,ru,60.918533,34.06427,2916
nikolsk,ru,53.718862,46.071182,23542
nikolsk,ru,59.535315,45.457434,8656
nikolsko-arkhangelskiy,ru,55.737222,37.973611,18483
nikolskoye-na-cheremshane,ru,54.05,49.233333,1967
nikolskoye,ru,47.7624,46.4067,5281
nikolskoye,ru,57.808308,41.103323,4891
nikolskoye,ru,59.509167,34.968056,17404
nikolskoye,ru,51.4652,38.8296,5309
nikolskoye,ru,55.193889,165.9925,763
niny,ru,44.487778,43.948889,4894
nizhneangarsk,ru,55.783333,109.55,5493
nizhnedevitsk,ru,51.5419,38.3657,6320
nizhneivkino,ru,58.19398,49.521369,2234
nizhnekamsk,ru,55.636571,51.824474,234301
nizhneshilovka,ru,43.47362,40.000101,5090
nizhnetroitskiy,ru,54.338515,53.68329,3784
nizhneudinsk,ru,54.9076,99.0276,38724
nizhnevartovsk,ru,60.9344,76.5531,244940
nizhneyansk,ru,71.433333,136.066667,678
nizhneye kazanishche,ru,42.763691,47.160269,11765
nizhniy baskunchak,ru,48.219776,46.831053,3153
nizhniy bestyakh,ru,61.959444,129.908611,3218
nizhniy cherek,ru,43.513056,43.913889,3098
nizhniy chir,ru,48.359732,43.0865,4765
nizhniy dzhengutay,ru,42.700077,47.244882,7450
nizhniye achaluki,ru,43.402798,44.759079,5248
nizhniye sergi,ru,56.661389,59.303333,12077
nizhniye vyazovyye,ru,55.798772,48.52476,8290
nizhniy ingash,ru,56.2003,96.5373,8458
nizhniy kislyay,ru,50.8497,40.1719,4394
nizhniy kuranakh,ru,58.835278,125.486944,6798
nizhniy kurkuzhin,ru,43.748333,43.349722,3674
nizhniy lomov,ru,53.530412,43.676635,23836
nizhniy mamon,ru,50.1937,40.5083,3914
nizhniy novgorod,ru,56.326944,44.0075,1284176
nizhniy odes,ru,63.644511,54.855981,11165
nizhniy tagil-39,ru,58.039722,60.396111,9508
nizhniy tagil,ru,57.919444,59.965,381121
nizhniy tsasuchey,ru,50.516667,115.133333,3278
nizhniy ufaley,ru,55.915278,59.984167,2818
nizhnyaya maktama,ru,54.863564,52.428096,10600
nizhnyaya omka,ru,55.433755,74.942563,5246
nizhnyaya pavlovka,ru,51.713238,54.801463,3691
nizhnyaya poyma,ru,56.1643,97.2065,9560
nizhnyaya salda,ru,58.077557,60.720204,17473
nizhnyaya tavda,ru,57.673056,66.1725,6711
nizhnyaya tura,ru,58.6293,59.8118,23835
noginsk,ru,55.866466,38.443799,115981
nogir,ru,43.08162,44.636497,11469
nogliki,ru,51.833333,143.166667,10098
nolinsk,ru,57.559619,49.936294,10282
norilsk,ru,69.3535,88.2027,127504
novaya bryan,ru,51.7159,108.2691,4860
novaya chigla,ru,51.223333,40.478056,2978
novaya igirma,ru,57.1334,103.9112,10681
novaya ladoga,ru,60.102457,32.30191,9680
novaya lyada,ru,52.713089,41.638717,4851
novaya lyalya,ru,59.05503,60.598989,14246
novaya maka,ru,41.771729,48.361489,4545
novaya malykla,ru,54.2,49.95,3292
novaya mayna,ru,54.15,49.75,6448
novaya tavolzhanka,ru,50.351234,36.8298,5053
novaya usman,ru,51.641766,39.408628,22165
novaya zaimka,ru,56.485715,66.924125,4202
novichikha,ru,52.204,81.3877,4460
novikovo,ru,46.288333,143.393889,803
novki,ru,56.363864,41.086548,1639
novoagansk,ru,61.9449,76.6625,9907
novoaleksandrovsk,ru,45.494802,41.220753,27610
novoalekseyevskaya,ru,44.818889,40.933889,3578
novoaltaysk,ru,53.3917,83.9363,61051
novoanninskiy,ru,50.5287,42.6747,19231
novoasbest,ru,57.742254,60.28773,2394
novobataysk,ru,46.898056,39.781944,5097
novobelokatay,ru,55.7062,58.9549,5923
novobessergenevka,ru,47.18465,38.846252,3445
novobeysugskaya,ru,45.47195,39.88614,3601
novobirilyussy,ru,56.9526,90.6807,4274
novobiryusinskiy,ru,56.9578,97.7076,4855
novoblagodarnoye,ru,44.143333,42.875,3146
novobureyskiy,ru,49.798,129.8774,8550
novocheboksarsk,ru,56.110947,47.47755,128470
novocheremshansk,ru,54.357141,50.166624,3294
novocherkassk,ru,47.420175,40.091325,166976
novochernorechenskiy,ru,56.2652,91.0892,3722
novoderevyankovskaya,ru,46.323116,38.747239,6712
novodmitriyevskaya,ru,44.834722,38.877222,5230
novodugino,ru,55.630525,34.284233,3894
novodzherelievskaya,ru,45.773733,38.672267,5365
novogagatli,ru,43.456769,46.481753,4619
novogornyy,ru,55.63,60.7919,8132
novogurovskiy,ru,54.467817,37.337093,3702
novoilinskiy,ru,57.895057,55.476228,3660
novoilinsk,ru,51.6829,108.7143,5045
novokayakent,ru,42.393683,47.986078,5991
novokizhinginsk,ru,51.6115,109.5917,2214
novokorsunskaya,ru,45.640804,39.146412,5133
novokruchininskiy,ru,51.783602,113.775912,9391
novokubansk,ru,45.117,41.0267,36402
novokuznetsk,ru,53.7557,87.1099,539622
novolabinskaya,ru,45.109557,39.893993,3733
novolakskoye,ru,43.119519,46.48281,4463
novoleushkovskaya,ru,45.9956,39.9921,6853
novolugovoye,ru,54.9792,83.1138,3308
novolvovsk,ru,53.922376,38.790768,1973
novomalorossiyskaya,ru,45.63483,39.894809,5867
novomichurinsk,ru,54.0384,39.7479,20821
novomikhaylovskiy,ru,53.9,54.133333,930
novomikhaylovskiy,ru,44.2626,38.8585,10370
novominskaya,ru,46.3163,38.9586,12049
novomoskovsk,ru,54.0105,38.2846,130984
novomyshastovskaya,ru,45.199086,38.582722,9916
novonikolayevskaya,ru,45.586388,38.37494,3753
novonikolayevskiy,ru,50.9738,42.3649,10251
novonikolsk,ru,43.85,131.866667,4066
novonukutskiy,ru,53.7002,102.7117,3121
novoomskiy,ru,54.84152,73.301739,4467
novoorsk,ru,51.3621,59.0323,11212
novopavlovka,ru,51.2022,109.2194,4102
novopavlovsk,ru,43.962222,43.634167,24409
novopetrovskoye,ru,55.992778,36.471944,5184
novopistsovo,ru,57.321768,41.853095,3064
novoplatnirovskaya,ru,46.1065,39.4191,3988
novopodrezkovo,ru,55.939722,37.344167,10271
novopokrovka,ru,45.853056,134.508889,3946
novopokrovka,ru,52.1331,40.8783,2167
novopokrovskaya,ru,45.951389,40.700556,19342
novoraychikhinsk,ru,49.7798,129.594,2835
novorossiysk,ru,44.724386,37.767524,241860
novorozhdestvenskaya,ru,45.860568,39.949679,6780
novorudnyy,ru,51.5026,58.1873,1930
novorzhev,ru,57.029416,29.333776,3988
novoseleznevo,ru,55.682073,69.205619,3377
novoselitskoye,ru,44.750833,43.436944,8723
novosemeykino,ru,53.370563,50.354278,9646
novosergiyevka,ru,52.0934,53.6528,13188
novoshakhtinsk,ru,47.760366,39.933351,99480
novoshcherbinovskaya,ru,46.476686,38.647569,6415
novosheshminsk,ru,55.065129,51.233756,4585
novosibirsk,ru,55.0415,82.9346,1419016
novosilikatnyy,ru,53.309722,83.623889,15241
novosil,ru,52.973872,37.040481,3989
novosineglazovskiy,ru,55.0401,61.3792,14620
novosmolinskiy,ru,56.284096,43.050713,5128
novosokolniki,ru,56.346345,30.157781,9559
novospasskoye,ru,53.146833,47.751381,10941
novosysoyevka,ru,44.235,133.364167,4903
novotalitsy,ru,57.009373,40.850897,8543
novotitarovskaya,ru,45.237565,38.98059,22630
novotroitskaya,ru,45.326667,41.525278,7910
novotroitsk,ru,51.203012,58.326653,106187
novougolnyy,ru,53.986,38.294695,7072
novoukrainskiy,ru,44.894198,38.048857,3572
novoukrainskoye,ru,45.378333,40.529722,5928
novoulyanovsk,ru,54.149609,48.38907,17722
novouralsk,ru,57.243889,60.083889,93849
novoutkinsk,ru,56.992947,59.557135,5507
novouzensk,ru,50.459167,48.143056,16932
novovarshavka,ru,54.1721,74.6946,6487
novovelichkovskaya,ru,45.277814,38.843642,8774
novovilvenskiy,ru,58.383333,58.333333,411
novovoronezh,ru,51.307193,39.217316,37392
novovyazniki,ru,56.197498,42.171112,5611
novoye atlashevo,ru,56.012346,47.556151,3515
novoye devyatkino,ru,60.072692,30.478374,8802
novoyegoryevskoye,ru,51.7611,80.8997,6168
novoye leushino,ru,56.807324,40.514434,1565
novozavedennoye,ru,44.262778,43.638056,5336
novozavidovskiy,ru,56.55,36.433333,7641
novozybkov,ru,52.5396,31.9275,42572
novyy buyan,ru,53.686107,50.046905,3508
novyy chirkey,ru,42.966111,46.899444,7556
novyye atagi,ru,43.135278,45.773056,8760
novyye burasy,ru,52.132361,46.071442,6469
novyye gorki,ru,56.725354,41.060145,2877
novyye lapsary,ru,56.0685,47.2142,7582
novyye lyady,ru,58.053567,56.603887,9050
novyy karachay,ru,43.820756,41.903218,2172
novyy khushet,ru,42.899415,47.560403,7912
novyy kostek,ru,43.335302,46.824664,4000
novyy nekouz,ru,57.902861,38.070037,3629
novyy oskol,ru,50.763302,37.86402,21035
novyy redant,ru,43.470136,44.806064,4990
novyy rogachik,ru,48.676853,44.060805,7575
novyy sulak,ru,43.212391,46.814258,5454
novyy urengoy,ru,66.083333,76.633333,94214
novyy urgal,ru,51.073611,132.564167,7061
novyy yegorlyk,ru,46.392701,41.871621,3739
noyabrsk,ru,63.166667,75.616667,98278
noybera,ru,43.267631,46.279908,6821
nozhay-yurt,ru,43.092901,46.378682,5073
nuradilovo,ru,43.284471,46.45763,3371
nurlat,ru,54.427665,50.805109,34452
nurma,ru,59.55,31.016667,3256
nyagan,ru,62.140556,65.393611,52138
nyandoma,ru,61.669031,40.199068,22179
nyazepetrovsk,ru,56.053056,59.602778,12717
nyrob,ru,60.733001,56.720244,7314
nytva,ru,57.940419,55.333973,20526
nyuksenitsa,ru,60.411593,44.233087,4322
nyurba,ru,63.284167,118.331944,9972
obilnoye,ru,44.244444,43.558056,6739
oblivskaya,ru,48.53616,42.501381,9528
obluche,ru,49,131.083333,10777
obninsk,ru,55.096806,36.610064,107394
ob,ru,54.9872,82.7166,24239
oboyan,ru,51.209814,36.279194,14434
obsharovka,ru,53.125,48.853056,5668
ocher,ru,57.890347,54.720195,15396
odesskoye,ru,54.2111,72.9651,6025
odintsovo,ru,55.677976,37.277734,137043
odoyev,ru,53.939333,36.686388,6386
ogodzha,ru,52.75,132.55,465
okhansk,ru,57.718547,55.387717,7920
okha,ru,53.573889,142.947778,26560
okhotsk,ru,59.383333,143.3,5570
okoneshnikovo,ru,54.837668,75.083429,5501
oksovskiy,ru,62.606234,39.898447,2123
oktyabrskaya,ru,46.278,39.8151,11608
oktyabrskiy,ru,61.09146,43.167665,9697
oktyabrskiy,ru,54.48147,53.471031,109498
oktyabrskiy,ru,50.445212,36.36066,6988
oktyabrskiy,ru,54.9891,61.4743,10198
oktyabrskiy,ru,56.0573,99.376,5713
oktyabrskiy,ru,57.134034,40.325247,1228
oktyabrskiy,ru,49.057975,140.248999,6333
oktyabrskiy,ru,59.443512,48.905124,1924
oktyabrskiy,ru,67.566667,64.133333,627
oktyabrskiy,ru,57.44,97.518889,6110
oktyabrskiy,ru,55.608062,37.977385,10051
oktyabrskiy,ru,56.28423,44.189964,7230
oktyabrskiy,ru,53.790399,39.476614,4813
oktyabrskiy,ru,57.034983,60.735393,116
oktyabrskiy,ru,53.6355,38.2002,3263
oktyabrskiy,ru,54.340676,48.705314,6679
oktyabrskiy,ru,56.072058,42.122715,2052
oktyabrskiy,ru,47.970443,43.641577,4497
oktyabrskiy,ru,56.509909,57.204514,9790
oktyabrskiy,ru,52.663611,156.238611,2201
oktyabrskiy,ru,50.071,118.2306,2112
oktyabrsk,ru,53.167222,48.700556,24726
oktyabrskoye,ru,54.4123,62.7354,7507
oktyabrskoye,ru,62.458333,66.034167,3933
oktyabrskoye,ru,52.333333,55.5,7600
oktyabrskoye,ru,43.064512,44.74171,10763
oktyabrskoye,ru,45.623333,42.831667,3533
okulovka,ru,58.400833,33.290833,13852
ola,ru,59.583333,151.283333,6347
olenegorsk,ru,68.140359,33.273705,23670
olenino,ru,56.209167,33.488882,5079
olga,ru,43.744444,135.289167,4347
olginskaya,ru,45.9461,38.548639,4441
olginskaya,ru,47.187939,39.94925,5255
